exp_name,exp_time,train_time,train_time_epoch,val_time_epoch,acc,loss,last_test_time_consumption
473,exp(TestFBs_gdbls_conv3block1)_gdbls_conv3block1_on_cifar100,"08/03/2022, 08:06:24",301.248,6.025,0.308,0.586,2.3224,
474,exp(TestFBs_gdbls_conv3block2)_gdbls_conv3block2_on_cifar100,"08/03/2022, 08:22:09",616.953,10.283,0.595,0.666,2.0172,
475,exp(TestFBs_gdbls_conv3block3)_gdbls_conv3block3_on_cifar100,"08/03/2022, 08:50:16",1054.529,13.875,0.889,0.6858,1.8938,
476,exp(TestFBs_gdbls_conv3block4)_gdbls_conv3block4_on_cifar100,"08/03/2022, 09:25:34",1310.92,16.386,1.068,0.6806,1.9274,
477,exp(TestFBs_gdbls_conv3block1)_gdbls_conv3block1_on_svhn,"08/03/2022, 09:39:02",468.72,8.081,0.407,0.9121,0.8122,
478,exp(TestFBs_gdbls_conv3block2)_gdbls_conv3block2_on_svhn,"08/03/2022, 09:58:57",774.38,14.34,0.854,0.9556,0.6821,
479,exp(TestFBs_gdbls_conv3block3)_gdbls_conv3block3_on_svhn,"08/03/2022, 10:41:51",1596.77,19.473,1.269,0.9645,0.6043,
480,exp(TestFBs_gdbls_conv3block4)_gdbls_conv3block4_on_svhn,"08/03/2022, 11:35:17",1971.517,22.925,1.508,0.9669,0.5887,
481,exp(TestKaiMingUniformInit_gdbls_conv3block3)_gdbls_conv3block3_on_cifar10,"08/03/2022, 18:06:46",1241.715,14.439,0.502,0.9085,0.7405,
482,exp(TestKaiMingUniformInit_gdbls_conv3block3)_gdbls_conv3block3_on_cifar100,"08/03/2022, 18:38:09",1177.884,13.857,0.901,0.671,1.9508,
483,exp(TestKaiMingUniformInit_gdbls_conv3block3)_gdbls_conv3block3_on_svhn,"08/03/2022, 19:12:46",1285.086,19.471,1.266,0.9536,0.6395,
484,exp(TestKaiMingUniformInit_gdbls_conv3block3)_gdbls_conv3block3_on_cifar10,"08/03/2022, 19:44:54",1226.575,14.43,0.508,0.9139,0.7311,
485,exp(TestKaiMingUniformInit_gdbls_conv3block3)_gdbls_conv3block3_on_cifar100,"08/03/2022, 20:19:13",1289.154,13.862,0.903,0.6593,1.9739,
486,exp(TestKaiMingUniformInit_gdbls_conv3block3)_gdbls_conv3block3_on_svhn,"08/03/2022, 20:59:28",1498.281,19.458,1.263,0.9601,0.6193,
487,exp(TestKaiMingUniformInit_gdbls_conv3block3)_gdbls_conv3block3_on_cifar10,"08/03/2022, 21:21:54",851.376,14.43,0.509,0.9095,0.74,
488,exp(TestKaiMingUniformInit_gdbls_conv3block3)_gdbls_conv3block3_on_cifar100,"08/03/2022, 21:54:45",1233.778,13.863,0.902,0.6734,1.9481,
489,exp(TestKaiMingUniformInit_gdbls_conv3block3)_gdbls_conv3block3_on_svhn,"08/03/2022, 22:42:48",1792.098,19.479,1.263,0.9622,0.6158,
490,exp(TestDifferentInitSeed3407)_gdbls_conv3block3_on_cifar10,"08/10/2022, 11:40:10",1082.136,14.428,0.491,0.9202,0.7152,
491,exp(TestDifferentInitSeed3407)_gdbls_conv3block3_on_cifar100,"08/10/2022, 12:05:19",942.718,13.864,0.886,0.679,1.9219,
492,exp(TestDifferentInitSeed3407)_gdbls_conv3block3_on_svhn,"08/10/2022, 12:41:27",1343.31,19.468,1.254,0.9626,0.6137,
493,exp(TestDifferentInitSeed3407)_gdbls_conv3block3_on_cifar10,"08/10/2022, 13:03:49",850.851,14.421,0.493,0.9146,0.724,
494,exp(TestDifferentInitSeed3407)_gdbls_conv3block3_on_cifar100,"08/10/2022, 13:38:28",1303.308,13.865,0.887,0.6948,1.8865,
495,exp(TestDifferentInitSeed3407)_gdbls_conv3block3_on_svhn,"08/10/2022, 14:20:16",1557.441,19.468,1.25,0.9641,0.6093,
496,exp(TestDifferentInitSeed3407)_gdbls_conv3block3_on_cifar10,"08/10/2022, 14:49:45",1125.216,14.426,0.492,0.9195,0.712,
497,exp(TestDifferentInitSeed3407)_gdbls_conv3block3_on_cifar100,"08/10/2022, 15:15:39",970.817,13.869,0.886,0.6806,1.9161,
498,exp(TestDifferentInitSeed3407)_gdbls_conv3block3_on_svhn,"08/10/2022, 15:45:06",1090.871,19.48,1.259,0.9634,0.6111,
499,exp(TestDifferentInitSeed3407)_gdbls_conv3block3_on_cifar10,"08/10/2022, 18:15:17",1080.064,14.401,0.491,0.9239,0.709,
500,exp(TestDifferentInitSeed3407)_gdbls_conv3block3_on_cifar100,"08/10/2022, 18:37:07",816.693,13.842,0.884,0.6771,1.93,
501,exp(TestDifferentInitSeed3407)_gdbls_conv3block3_on_svhn,"08/10/2022, 19:12:12",1303.516,19.455,1.252,0.9645,0.6106,
502,exp(resnet_fpnTest)_resnet_fpn_on_cifar10,"08/14/2022, 22:35:28",540.155,16.368,0.653,0.752,2.0758,
503,exp(resnet_fpnTest)_resnet_fpn_on_cifar100,"08/14/2022, 22:47:53",436.866,15.602,1.15,0.4148,2.9998,
504,exp(resnet_fpnTest)_resnet_fpn_on_svhn,"08/14/2022, 23:38:28",1742.902,19.366,1.526,0.9434,0.6421,
505,exp(resnet_fpnTest)_resnet_fpn_on_cifar10,"08/15/2022, 00:07:20",1054.264,16.473,0.661,0.7318,1.1284,
506,exp(resnet_fpnTest)_resnet_fpn_on_cifar100,"08/15/2022, 00:13:44",218.215,15.587,1.153,0.3576,3.803,
507,exp(resnet_fpnTest)_resnet_fpn_on_svhn,"08/15/2022, 00:34:20",697.755,19.382,1.534,0.8436,0.9441,
508,exp(resnet_fpnTest)_resnet_fpn_on_cifar10,"08/15/2022, 01:10:49",1335.788,16.491,0.663,0.8265,0.9211,
509,exp(resnet_fpnTest)_resnet_fpn_on_cifar100,"08/15/2022, 01:15:05",141.321,15.702,1.154,0.3305,7.7289,
510,exp(resnet_fpnTest)_resnet_fpn_on_svhn,"08/15/2022, 01:38:24",792.134,19.32,1.53,0.8617,0.8622,
511,exp(resnet_fpnTest_patience20)_resnet_fpn_on_cifar10,"08/15/2022, 21:45:37",164.586,16.459,0.649,0.5813,2.8008,
512,exp(resnet_fpnTest_patience20)_resnet_fpn_on_cifar10,"08/15/2022, 21:59:26",180.838,16.44,0.641,0.496,2.2252,
513,exp(resnet_fpnTest_patience20)_resnet_fpn_on_cifar100,"08/15/2022, 22:16:09",593.544,15.62,1.14,0.4435,2.91,
514,exp(resnet_fpnTest_patience20)_resnet_fpn_on_svhn,"08/15/2022, 22:31:06",501.427,19.286,1.518,0.622,1.7793,
515,exp(resnet_fpnTest_patience20)_resnet_fpn_on_cifar10,"08/15/2022, 22:36:20",180.027,16.366,0.645,0.5998,1.8342,
516,exp(resnet_fpnTest_patience20)_resnet_fpn_on_cifar100,"08/15/2022, 22:41:01",156.938,15.694,1.146,0.293,4.8192,
517,exp(resnet_fpnTest_patience20)_resnet_fpn_on_svhn,"08/15/2022, 23:00:25",656.271,19.302,1.515,0.742,2.1315,
518,exp(resnet_fpnTest_patience20)_resnet_fpn_on_cifar10,"08/15/2022, 23:08:18",278.156,16.362,0.643,0.4881,1.6629,
519,exp(resnet_fpnTest_patience20)_resnet_fpn_on_cifar100,"08/15/2022, 23:19:27",391.759,15.67,1.146,0.4065,4.6245,
520,exp(resnet_fpnTest_patience20)_resnet_fpn_on_svhn,"08/15/2022, 23:44:25",849.945,19.317,1.52,0.6852,4.4592,
521,exp(resnet_fpnTest_patience20)_resnet_fpn_on_cifar10,"08/15/2022, 23:51:52",262.251,16.391,0.646,0.5629,1.4793,
522,exp(resnet_fpnTest_patience20)_resnet_fpn_on_cifar100,"08/15/2022, 23:58:43",235.369,15.691,1.147,0.2946,4.3838,
523,exp(resnet_fpnTest_patience20)_resnet_fpn_on_svhn,"08/16/2022, 00:10:56",406.206,19.343,1.521,0.7387,1.2685,
524,exp(resnet_fpnTest_patience20)_resnet_fpn_on_cifar10,"08/16/2022, 00:17:30",229.77,16.412,0.646,0.6783,2.8142,
525,exp(resnet_fpnTest_patience20)_resnet_fpn_on_cifar100,"08/16/2022, 00:20:53",109.49,15.641,1.146,0.2531,34.8836,
526,exp(resnet_fpnTest_patience20_dropout4)_resnet_fpn_on_cifar10,"08/16/2022, 00:44:31",379.701,16.509,0.651,0.5883,2.1629,
527,exp(resnet_fpnTest_patience20_dropout4)_resnet_fpn_on_cifar100,"08/16/2022, 00:48:21",124.989,15.624,1.149,0.2235,34.1481,
528,exp(resnet_fpnTest_patience20_dropout4)_resnet_fpn_on_svhn,"08/16/2022, 01:10:33",753.751,19.327,1.523,0.6796,1.3213,
529,exp(resnet_fpnTest_patience20_dropout4)_resnet_fpn_on_cifar10,"08/16/2022, 01:38:34",1022.582,16.493,0.656,0.8151,0.9423,
530,exp(resnet_fpnTest_patience20_dropout4)_resnet_fpn_on_cifar100,"08/16/2022, 01:51:32",457.148,15.764,1.155,0.4336,4.7246,
531,exp(resnet_fpnTest_patience20_dropout4)_resnet_fpn_on_svhn,"08/16/2022, 02:00:26",290.23,19.349,1.524,0.7855,1.7733,
532,exp(resnet_fpnTest_patience20_dropout4)_resnet_fpn_on_cifar10,"08/16/2022, 02:05:14",163.947,16.395,0.648,0.5179,2.5162,
533,exp(resnet_fpnTest_patience20_dropout4)_resnet_fpn_on_cifar100,"08/16/2022, 02:13:24",283.113,15.729,1.151,0.3775,4.0694,
534,exp(resnet_fpnTest_patience20_dropout4)_resnet_fpn_on_svhn,"08/16/2022, 02:38:55",868.439,19.299,1.523,0.783,1.0865,
535,exp(resnet_fpnTest_patience20_dropout4)_resnet_fpn_on_cifar10,"08/16/2022, 02:58:52",724.234,16.46,0.652,0.7723,1.0616,
536,exp(resnet_fpnTest_patience20_dropout4)_resnet_fpn_on_cifar100,"08/16/2022, 03:05:17",219.738,15.696,1.153,0.2801,8.1358,
537,exp(resnet_fpnTest_patience20_dropout4)_resnet_fpn_on_svhn,"08/16/2022, 03:12:30",231.415,19.285,1.522,0.7402,1.6041,
538,exp(resnet_fpnTest_patience20_dropout4)_resnet_fpn_on_cifar10,"08/16/2022, 03:16:25",131.006,16.376,0.648,0.4554,1.8441,
539,exp(resnet_fpnTest_patience20_dropout4)_resnet_fpn_on_cifar100,"08/16/2022, 03:20:40",141.131,15.681,1.151,0.3112,16.8284,
540,exp(resnet_fpnTest_patience20_dropout4)_resnet_fpn_on_svhn,"08/16/2022, 03:45:46",855.797,19.45,1.527,0.9107,0.7349,
541,exp(resnet_fpnTest_noearlystop_dropout0-4)_resnet_fpn_on_cifar10,"08/16/2022, 09:01:36",179.223,16.293,0.643,0.5114,2.5911,
542,exp(resnet_fpnTest_noearlystop_dropout0-4)_resnet_fpn_on_cifar100,"08/16/2022, 09:04:58",109.207,15.601,1.138,0.266,12.592,
543,exp(resnet_fpnTest_noearlystop_dropout0-4)_resnet_fpn_on_svhn,"08/16/2022, 09:25:22",691.346,19.204,1.504,0.579,1.5536,
544,exp(resnet_fpnTest_noearlystop_dropout0-4)_resnet_fpn_on_cifar10,"08/16/2022, 09:34:38",328.302,16.415,0.643,0.6077,1.7227,
545,exp(resnet_fpnTest_noearlystop_dropout0-4)_resnet_fpn_on_cifar100,"08/16/2022, 09:39:44",171.981,15.635,1.14,0.2939,4.0625,
546,exp(resnet_fpnTest_noearlystop_dropout0-4)_resnet_fpn_on_svhn,"08/16/2022, 10:10:36",1055.762,19.196,1.502,0.9266,0.6921,
547,exp(resnet_fpnTest_noearlystop_dropout0-4)_resnet_fpn_on_cifar10,"08/16/2022, 10:19:20",310.29,16.331,0.638,0.585,2.1425,
548,exp(resnet_fpnTest_noearlystop_dropout0-4)_resnet_fpn_on_cifar100,"08/16/2022, 10:41:39",797.439,15.636,1.136,0.4671,2.7337,
549,exp(resnet_fpnTest_noearlystop_dropout0-4)_resnet_fpn_on_svhn,"08/16/2022, 10:47:10",173.007,19.223,1.509,0.6935,1.2766,
550,exp(resnet_fpnTest_noearlystop_dropout0-4)_resnet_fpn_on_cifar10,"08/16/2022, 11:01:13",505.645,16.311,0.638,0.7181,1.8672,
551,exp(resnet_fpnTest_noearlystop_dropout0-4)_resnet_fpn_on_cifar100,"08/16/2022, 11:39:53",1391.899,15.639,1.141,0.5278,2.4452,
552,exp(resnet_fpnTest_noearlystop_dropout0-4)_resnet_fpn_on_svhn,"08/16/2022, 11:59:46",673.589,19.245,1.511,0.6459,1.6376,
553,exp(resnet_fpnTest_noearlystop_dropout0-4)_resnet_fpn_on_cifar10,"08/16/2022, 12:04:07",146.895,16.322,0.642,0.5232,12.6741,
554,exp(resnet_fpnTest_noearlystop_dropout0-4)_resnet_fpn_on_cifar100,"08/16/2022, 12:08:46",155.51,15.551,1.132,0.1906,3.8326,
555,exp(resnet_fpnTest_noearlystop_dropout0-4)_resnet_fpn_on_svhn,"08/16/2022, 12:26:29",598.392,19.303,1.509,0.7219,1.2767,
556,exp(resnet_fpnTest_earlystoppatience20_dropout0-4)_resnet_fpn_on_cifar10,"08/16/2022, 14:32:03",1242.704,16.351,0.648,0.6567,1.31,
557,exp(resnet_fpnTest_earlystoppatience20_dropout0-4)_resnet_fpn_on_cifar100,"08/16/2022, 15:03:25",1126.182,15.641,1.146,0.4002,3.352,
558,exp(resnet_fpnTest_earlystoppatience20_dropout0-4)_resnet_fpn_on_svhn,"08/16/2022, 15:49:17",1578.912,19.255,1.51,0.8794,0.8462,
559,exp(resnet_fpnTest_earlystoppatience20_dropout0-4)_resnet_fpn_on_cifar10,"08/16/2022, 16:10:25",768.052,16.342,0.644,0.699,1.3955,
560,exp(resnet_fpnTest_earlystoppatience20_dropout0-4)_resnet_fpn_on_cifar100,"08/16/2022, 16:42:16",1143.543,15.665,1.149,0.3798,3.1453,
561,exp(resnet_fpnTest_earlystoppatience20_dropout0-4)_resnet_fpn_on_svhn,"08/16/2022, 17:19:53",1291.02,19.269,1.512,0.9068,0.7711,
562,exp(resnet_fpnTest_earlystoppatience20_dropout0-4)_resnet_fpn_on_cifar10,"08/16/2022, 17:40:38",754.839,16.41,0.645,0.7579,1.2408,
563,exp(resnet_fpnTest_earlystoppatience20_dropout0-4)_resnet_fpn_on_cifar100,"08/16/2022, 17:59:07",658.692,15.683,1.144,0.3535,4.8678,
564,exp(resnet_fpnTest_earlystoppatience20_dropout0-4)_resnet_fpn_on_svhn,"08/16/2022, 18:21:49",772.482,19.312,1.509,0.6538,2.1601,
565,exp(resnet_fpnTest_earlystoppatience20_dropout0-4)_resnet_fpn_on_cifar10,"08/16/2022, 18:46:29",898.611,16.338,0.644,0.6168,1.5655,
566,exp(resnet_fpnTest_earlystoppatience40_lrpatience20_drop03)_resnet_fpn_on_cifar10,"08/16/2022, 19:18:04",904.077,16.438,0.647,0.6752,3.1955,
567,exp(resnet_fpnTest_earlystoppatience40_lrpatience20_drop03)_resnet_fpn_on_cifar100,"08/16/2022, 19:50:46",1174.378,15.658,1.15,0.4749,6.1773,
568,exp(resnet_fpnTest_earlystoppatience40_lrpatience20_drop03)_resnet_fpn_on_svhn,"08/16/2022, 21:41:58",3856.873,19.284,1.514,0.9516,0.6258,
569,exp(resnet_fpnTest_earlystoppatience40_lrpatience20_drop03)_resnet_fpn_on_cifar10,"08/16/2022, 23:11:01",3283.04,16.415,0.648,0.8455,1.1421,
570,exp(resnet_fpnTest_earlystoppatience40_lrpatience20_drop03)_resnet_fpn_on_cifar100,"08/16/2022, 23:37:48",959.771,15.734,1.151,0.4805,4.1555,
571,exp(resnet_fpnTest_earlystoppatience40_lrpatience20_drop03)_resnet_fpn_on_svhn,"08/17/2022, 01:29:25",3872.163,19.361,1.519,0.9445,0.6444,
572,exp(resnet_fpnTest_earlystoppatience40_lrpatience20_drop03)_resnet_fpn_on_cifar10,"08/17/2022, 01:55:36",955.133,16.468,0.651,0.7304,1.6644,
573,exp(resnet_fpnTest_earlystoppatience40_lrpatience20_drop03)_resnet_fpn_on_cifar100,"08/17/2022, 02:37:27",1506.079,15.688,1.153,0.4499,4.3061,
574,exp(resnet_fpnTest_earlystoppatience40_lrpatience20_drop03)_resnet_fpn_on_svhn,"08/17/2022, 03:21:49",1526.267,19.32,1.519,0.9057,1.0358,
575,exp(resnet_fpnTest_earlystoppatience40_lrpatience20_drop03)_resnet_fpn_on_cifar10,"08/17/2022, 03:56:48",1280.962,16.423,0.656,0.7786,1.0564,
576,exp(resnet_fpnTest_earlystoppatience40_lrpatience20_drop03)_resnet_fpn_on_cifar100,"08/17/2022, 04:40:25",1570.417,15.704,1.152,0.5009,2.5989,
577,exp(resnet_fpnTest_earlystoppatience40_lrpatience20_drop03)_resnet_fpn_on_svhn,"08/17/2022, 05:16:24",1233.551,19.274,1.521,0.8117,1.0198,
578,exp(resnet_fpnTest_earlystoppatience40_lrpatience20_drop03)_resnet_fpn_on_cifar10,"08/17/2022, 06:45:29",3281.835,16.409,0.65,0.8661,0.8387,
579,exp(resnet_fpnTest_earlystoppatience40_lrpatience20_drop03)_resnet_fpn_on_cifar100,"08/17/2022, 07:29:05",1570.287,15.703,1.154,0.5213,2.4873,
580,exp(resnet_fpnTest_earlystoppatience40_lrpatience20_drop03)_resnet_fpn_on_svhn,"08/17/2022, 08:19:32",1737.544,19.306,1.519,0.9059,6.0815,
581,exp(TestAvgPooling2)_gdbls_conv3block3_on_cifar10,"08/19/2022, 12:39:14",1003.763,14.547,0.531,0.9249,0.6939,
582,exp(TestAvgPooling2)_gdbls_conv3block3_on_cifar100,"08/19/2022, 13:09:17",1132.419,13.98,0.926,0.6702,1.9258,
583,exp(TestAvgPooling2)_gdbls_conv3block3_on_svhn,"08/19/2022, 13:45:03",1335.968,19.647,1.286,0.9654,0.6008,
584,exp(TestAvgPooling2)_gdbls_conv3block3_on_cifar10,"08/19/2022, 14:12:54",1065.571,14.597,0.534,0.9268,0.6925,
585,exp(TestAvgPooling2)_gdbls_conv3block3_on_cifar100,"08/19/2022, 14:31:56",713.482,13.99,0.913,0.6536,1.9867,
586,exp(TestAvgPooling2)_gdbls_conv3block3_on_svhn,"08/19/2022, 15:10:19",1435.122,19.659,1.286,0.9674,0.5916,
587,exp(TestAvgPooling2)_gdbls_conv3block3_on_cifar10,"08/19/2022, 15:39:55",1135.287,14.555,0.526,0.927,0.691,
588,exp(TestAvgPooling2)_gdbls_conv3block3_on_cifar100,"08/19/2022, 16:04:28",923.653,13.995,0.915,0.6706,1.9407,
589,exp(TestAvgPooling2)_gdbls_conv3block3_on_svhn,"08/19/2022, 16:46:23",1570.331,19.629,1.279,0.9681,0.5949,
590,exp(TestAvgPooling2)_gdbls_conv3block3_on_cifar10,"08/19/2022, 17:18:16",1223.3,14.563,0.527,0.925,0.6908,
591,exp(TestAvgPooling2)_gdbls_conv3block3_on_cifar100,"08/19/2022, 17:46:51",1077.325,13.991,0.915,0.6703,1.948,
592,exp(TestAvgPooling2)_gdbls_conv3block3_on_svhn,"08/19/2022, 18:18:30",1179.94,19.666,1.293,0.9655,0.6001,
593,exp(TestAvgPooling2)_gdbls_conv3block3_on_cifar10,"08/19/2022, 18:43:36",960.11,14.547,0.527,0.9238,0.6978,
594,exp(TestAvgPooling2)_gdbls_conv3block3_on_cifar100,"08/19/2022, 19:03:45",755.607,13.993,0.915,0.6674,1.9422,
595,exp(TestAvgPooling2)_gdbls_conv3block3_on_svhn,"08/19/2022, 19:27:02",863.595,19.627,1.266,0.965,0.6024,
596,exp(TestPLVA2)_gdbls_conv3block3_on_cifar10,"08/19/2022, 20:11:03",947.262,14.573,0.536,0.9129,0.7309,
597,exp(TestPLVA2)_gdbls_conv3block3_on_cifar100,"08/19/2022, 20:34:15",864.312,13.941,0.93,0.6901,1.8913,
598,exp(TestPLVA2)_gdbls_conv3block3_on_svhn,"08/19/2022, 21:09:40",1312.581,19.591,1.303,0.9642,0.6093,
599,exp(TestPLVA2)_gdbls_conv3block3_on_cifar10,"08/19/2022, 21:47:04",1424.957,14.54,0.536,0.9251,0.6971,
600,exp(TestPLVA2)_gdbls_conv3block3_on_cifar10,"08/19/2022, 22:38:48",1022.4,14.606,0.537,0.9216,0.713,1.7287518978118896
601,exp(TestPLVA2)_gdbls_conv3block3_on_cifar100,"08/19/2022, 23:06:31",1035.132,13.988,0.931,0.689,1.887,1.69335675239563
602,exp(TestPLVA2)_gdbls_conv3block3_on_svhn,"08/19/2022, 23:40:25",1254.759,19.606,1.315,0.9655,0.6071,4.651049852371216
603,exp(TestMnist)_gdbls_conv3block3_on_mnist,"08/20/2022, 01:26:53",758.915,16.865,0.609,0.9932,0.5186,1.7032082080841064
604,exp(TestMnist)_gdbls_conv3block3_on_mnist,"08/20/2022, 01:45:11",690.331,16.837,0.608,0.9912,0.5203,1.7019577026367188
605,exp(TestMnist)_gdbls_conv3block3_on_mnist,"08/20/2022, 02:00:26",572.876,16.849,0.608,0.9925,0.52,1.703307867050171
606,exp(TestMnist)_gdbls_conv3block3_on_mnist,"08/20/2022, 02:15:14",555.695,16.839,0.607,0.9932,0.5189,1.705636978149414
607,exp(TestMnist)_gdbls_conv3block3_on_mnist,"08/20/2022, 02:28:42",504.877,16.829,0.606,0.9927,0.5182,1.7060894966125488
608,exp(TestMnist)_gdbls_conv3block3_on_mnist,"08/20/2022, 02:47:25",706.253,16.816,0.606,0.9933,0.5194,1.699810028076172
609,exp(TestMnist)_gdbls_conv3block3_on_mnist,"08/20/2022, 03:07:28",757.379,16.831,0.607,0.9921,0.5196,1.7009494304656982
610,exp(TestMnist)_gdbls_conv3block3_on_mnist,"08/20/2022, 03:34:05",1009.429,16.824,0.607,0.9933,0.5182,1.7028794288635254
611,exp(TestMnist)_gdbls_conv3block3_on_mnist,"08/20/2022, 03:53:42",740.639,16.833,0.607,0.9928,0.5187,1.7019217014312744
612,exp(TestMnist)_gdbls_conv3block3_on_mnist,"08/20/2022, 04:07:37",521.775,16.831,0.608,0.9926,0.5202,1.702124834060669
613,exp(TestCatOrDog)_gdbls_conv3block3_dogcatversion_on_catordog,"08/21/2022, 18:54:38",623.25,51.937,4.196,0.6272,0.6738,4.210590839385986
614,exp(TestCatOrDog)_gdbls_conv3block3_dogcatversion_on_catordog,"08/21/2022, 19:40:11",1358.454,75.47,6.064,0.5024,0.6992,6.055741786956787
615,exp(TestCatOrDog)_gdbls_conv3block3_dogcatversion_on_catordog,"08/21/2022, 19:57:59",755.499,75.55,6.132,0.5164,0.8275,6.448869228363037
616,exp(TestCatOrDog)_gdbls_conv3block3_dogcatversion_on_catordog,"08/21/2022, 20:13:40",554.026,23.084,2.283,0.9004,0.3813,2.2996623516082764
617,exp(TestCatOrDogv2)_gdbls_conv3block3_dogcatversion_on_catordog,"08/21/2022, 20:45:46",1048.415,20.162,2.291,0.9163,0.356,2.2928953170776367
618,exp(TestCatOrDogv2)_gdbls_conv3block3_dogcatversion_on_catordog,"08/21/2022, 21:08:25",879.963,19.999,2.269,0.9075,0.3762,2.25736927986145
619,exp(TestCatOrDogv2)_gdbls_conv3block3_dogcatversion_on_catordog,"08/21/2022, 21:19:46",438.733,19.942,2.257,0.8662,0.4618,2.2602362632751465
620,exp(TestCatOrDogv2)_gdbls_conv3block3_dogcatversion_on_catordog,"08/21/2022, 21:38:47",739.211,19.979,2.262,0.9103,0.3666,2.2578725814819336
621,exp(TestCatOrDogv2)_gdbls_conv3block3_dogcatversion_on_catordog,"08/21/2022, 21:56:16",678.42,19.954,2.258,0.9008,0.3916,2.261469841003418
